user_id,subscription_date,plan,price_usd
U1003056,2024-02-06 08:49:11,monthly,9.99
U1003071,2024-01-13 17:16:42,monthly,9.99
U1003089,2024-01-12 10:15:22,monthly,9.99
U1003124,2024-03-30 08:24:15,monthly,9.99
U1003129,2024-02-19 17:20:27,yearly,79.99
U1003140,2024-02-01 22:28:24,yearly,79.99
U1003156,2024-01-21 11:34:07,monthly,9.99
U1003165,2024-01-08 04:51:46,monthly,9.99
U1003223,2024-01-15 13:45:22,yearly,79.99
U1003235,2024-02-02 05:05:42,monthly,9.99
U1003244,2024-01-26 17:16:25,yearly,79.99
U1003249,2024-01-30 06:50:40,yearly,79.99
U1003255,2024-01-23 12:23:34,yearly,79.99
U1003263,2024-02-12 21:08:20,monthly,9.99
U1003273,2024-01-10 07:06:19,yearly,79.99
U1003275,2024-01-21 11:11:28,monthly,9.99
U1003279,2024-01-08 19:19:50,monthly,9.99
U1003292,2024-01-08 00:18:04,yearly,79.99
U1003294,2024-01-24 19:15:19,yearly,79.99
U1003335,2024-01-19 17:07:26,monthly,9.99
U1003338,2024-01-16 21:10:10,monthly,9.99
U1003365,2024-02-05 09:57:06,monthly,9.99
U1003404,2024-01-12 18:04:59,monthly,9.99
U1003414,2024-01-27 20:19:12,monthly,9.99
U1003419,2024-01-16 20:22:35,monthly,9.99
U1003439,2024-02-05 16:20:56,yearly,79.99
U1003442,2024-02-20 00:41:12,monthly,9.99
U1003493,2024-01-10 01:12:56,monthly,9.99
U1003537,2024-01-16 08:18:39,yearly,79.99
U1003544,2024-03-18 01:38:18,monthly,9.99
U1003552,2024-01-14 23:46:08,monthly,9.99
U1003577,2024-01-13 21:07:30,monthly,9.99
U1003580,2024-01-27 00:13:16,yearly,79.99
U1003591,2024-02-03 03:23:29,yearly,79.99
U1003594,2024-01-09 02:23:17,yearly,79.99
U1003602,2024-01-19 09:37:56,yearly,79.99
U1003610,2024-01-17 19:23:53,monthly,9.99
U1003623,2024-01-18 09:09:20,monthly,9.99
U1003626,2024-01-09 16:58:53,monthly,9.99
U1003629,2024-01-13 19:47:26,yearly,79.99
U1003640,2024-01-28 23:54:28,monthly,9.99
U1003642,2024-01-12 12:43:44,monthly,9.99
U1003643,2024-01-16 12:08:35,yearly,79.99
U1003653,2024-01-29 11:41:08,monthly,9.99
U1003662,2024-01-11 21:51:24,yearly,79.99
U1003669,2024-01-23 08:46:24,yearly,79.99
U1003670,2024-01-21 05:47:11,yearly,79.99
U1003672,2024-01-21 02:03:52,monthly,9.99
U1003673,2024-01-14 02:54:36,monthly,9.99
U1003689,2024-01-14 10:14:58,monthly,9.99
U1003699,2024-01-09 19:10:17,monthly,9.99
U1003718,2024-01-16 07:44:02,yearly,79.99
U1003720,2024-01-09 11:57:05,monthly,9.99
U1003728,2024-01-12 18:19:44,monthly,9.99
U1003737,2024-01-20 02:49:03,monthly,9.99
U1003751,2024-01-18 11:49:01,monthly,9.99
U1003764,2024-01-09 14:51:44,monthly,9.99
U1003769,2024-01-18 20:57:58,monthly,9.99
U1003780,2024-01-09 19:01:48,monthly,9.99
U1003789,2024-02-15 08:34:36,monthly,9.99
U1003793,2024-02-03 21:09:02,monthly,9.99
U1003796,2024-01-13 20:18:35,monthly,9.99
U1003802,2024-01-23 00:58:00,monthly,9.99
U1003816,2024-01-14 04:08:40,monthly,9.99
U1003817,2024-01-09 15:56:37,monthly,9.99
U1003831,2024-01-09 22:12:02,yearly,79.99
U1003832,2024-01-09 06:01:43,monthly,9.99
U1003842,2024-01-19 08:00:59,yearly,79.99
U1003869,2024-01-14 12:12:07,monthly,9.99
U1003919,2024-01-29 01:24:26,yearly,79.99
U1003937,2024-01-09 06:23:23,monthly,9.99
U1003949,2024-02-03 03:39:05,monthly,9.99
U1003969,2024-01-09 17:56:56,monthly,9.99
U1003975,2024-01-21 15:13:41,monthly,9.99
U1003992,2024-01-22 04:24:34,monthly,9.99
U1004000,2024-01-13 04:58:39,monthly,9.99
U1004005,2024-01-12 23:59:14,monthly,9.99
U1004012,2024-01-20 03:03:02,yearly,79.99
U1004028,2024-01-11 15:21:13,monthly,9.99
U1004039,2024-01-15 18:56:26,yearly,79.99
U1004045,2024-02-12 12:13:03,monthly,9.99
U1004070,2024-02-03 15:39:20,monthly,9.99
U1004086,2024-01-10 13:49:49,yearly,79.99
U1004096,2024-01-30 18:23:58,monthly,9.99
U1004106,2024-01-10 13:53:09,monthly,9.99
U1004109,2024-02-01 11:16:35,monthly,9.99
U1004126,2024-01-31 18:44:46,monthly,9.99
U1004134,2024-01-12 12:50:00,monthly,9.99
U1004142,2024-01-14 07:40:32,yearly,79.99
U1004152,2024-02-13 08:19:28,yearly,79.99
U1004153,2024-01-16 18:00:18,monthly,9.99
U1004162,2024-01-30 09:49:02,monthly,9.99
U1004177,2024-01-18 05:06:42,yearly,79.99
U1004184,2024-01-14 15:14:49,monthly,9.99
U1004192,2024-02-02 01:23:18,monthly,9.99
U1004220,2024-01-12 15:18:11,yearly,79.99
U1004235,2024-01-14 02:52:02,yearly,79.99
U1004238,2024-01-22 05:17:05,monthly,9.99
U1004259,2024-03-03 07:55:51,monthly,9.99
U1004270,2024-03-05 06:51:05,yearly,79.99
U1004273,2024-01-25 00:24:28,monthly,9.99
U1004279,2024-01-18 03:18:29,monthly,9.99
U1004283,2024-03-09 23:03:45,monthly,9.99
U1004321,2024-01-17 23:36:43,monthly,9.99
U1004350,2024-02-04 13:25:47,yearly,79.99
U1004367,2024-01-25 04:01:36,yearly,79.99
U1004373,2024-02-03 07:02:02,monthly,9.99
U1004388,2024-01-20 20:42:21,monthly,9.99
U1004398,2024-01-10 09:27:04,monthly,9.99
U1004401,2024-03-06 22:19:52,monthly,9.99
U1004402,2024-02-27 15:10:16,monthly,9.99
U1004411,2024-01-30 09:18:54,monthly,9.99
U1004429,2024-01-18 07:49:36,monthly,9.99
U1004434,2024-01-15 03:47:54,monthly,9.99
U1004452,2024-01-14 09:35:14,monthly,9.99
U1004457,2024-01-11 03:59:50,yearly,79.99
U1004459,2024-01-13 19:32:07,yearly,79.99
U1004461,2024-01-19 17:45:36,yearly,79.99
U1004476,2024-01-11 21:18:46,monthly,9.99
U1004481,2024-01-14 11:16:57,monthly,9.99
U1004484,2024-01-15 00:24:02,monthly,9.99
U1004526,2024-03-06 02:57:55,monthly,9.99
U1004531,2024-01-22 15:51:32,yearly,79.99
U1004537,2024-01-31 21:21:33,yearly,79.99
U1004557,2024-01-10 15:56:03,monthly,9.99
U1004582,2024-01-26 09:27:08,monthly,9.99
U1004592,2024-01-17 16:59:24,monthly,9.99
U1004606,2024-02-03 09:46:23,monthly,9.99
U1004617,2024-01-14 14:48:11,yearly,79.99
U1004656,2024-01-19 18:56:53,monthly,9.99
U1004674,2024-01-28 11:11:07,yearly,79.99
U1004678,2024-01-28 02:01:38,yearly,79.99
U1004681,2024-01-19 09:33:12,monthly,9.99
U1004703,2024-02-11 05:33:04,monthly,9.99
U1004706,2024-01-12 08:59:25,monthly,9.99
U1004707,2024-01-28 10:31:10,monthly,9.99
U1004719,2024-01-22 10:07:22,monthly,9.99
U1004725,2024-01-12 12:40:10,monthly,9.99
U1004730,2024-01-31 14:07:38,monthly,9.99
U1004736,2024-01-16 21:34:24,monthly,9.99
U1004750,2024-01-11 19:18:28,monthly,9.99
U1004759,2024-02-05 22:44:29,monthly,9.99
U1004771,2024-01-13 20:47:54,monthly,9.99
U1004800,2024-02-21 15:08:06,yearly,79.99
U1004802,2024-01-12 20:07:20,monthly,9.99
U1004809,2024-02-25 13:03:41,monthly,9.99
U1004833,2024-01-19 09:26:02,monthly,9.99
U1004836,2024-01-11 18:05:26,monthly,9.99
U1004844,2024-01-11 14:17:37,monthly,9.99
U1004857,2024-01-12 07:43:39,monthly,9.99
U1004882,2024-01-20 18:42:44,yearly,79.99
U1004919,2024-01-30 01:54:17,monthly,9.99
U1004927,2024-01-21 06:33:44,monthly,9.99
U1004943,2024-02-26 05:53:47,yearly,79.99
U1004995,2024-01-23 10:21:31,monthly,9.99
U1004996,2024-01-17 15:53:33,yearly,79.99
U1005009,2024-01-20 07:53:57,yearly,79.99
U1005011,2024-02-28 02:31:10,monthly,9.99
U1005030,2024-01-25 19:43:26,monthly,9.99
U1005034,2024-01-28 19:56:41,yearly,79.99
U1005043,2024-02-13 02:46:18,monthly,9.99
U1005053,2024-02-17 21:09:03,yearly,79.99
U1005055,2024-02-10 13:07:59,yearly,79.99
U1005061,2024-01-12 17:19:47,monthly,9.99
U1005076,2024-01-18 17:03:59,monthly,9.99
U1005096,2024-02-17 10:25:38,monthly,9.99
U1005101,2024-03-27 08:13:11,monthly,9.99
U1005102,2024-02-11 12:34:20,monthly,9.99
U1005117,2024-01-21 23:21:51,monthly,9.99
U1005119,2024-02-09 12:58:52,monthly,9.99
U1005140,2024-01-13 10:22:46,yearly,79.99
U1005153,2024-01-12 11:01:47,yearly,79.99
U1005168,2024-01-13 00:02:46,monthly,9.99
U1005178,2024-01-26 03:41:32,monthly,9.99
U1005186,2024-01-16 23:25:08,monthly,9.99
U1005203,2024-01-22 22:49:55,monthly,9.99
U1005204,2024-01-14 12:34:31,monthly,9.99
U1005207,2024-01-18 14:06:19,yearly,79.99
U1005226,2024-01-14 01:33:08,yearly,79.99
U1005229,2024-01-30 04:38:31,monthly,9.99
U1005243,2024-01-12 17:26:00,monthly,9.99
U1005269,2024-01-20 20:06:55,yearly,79.99
U1005295,2024-01-12 07:04:59,monthly,9.99
U1005309,2024-01-25 14:03:56,monthly,9.99
U1005310,2024-01-17 01:40:14,monthly,9.99
U1005313,2024-01-14 14:20:54,monthly,9.99
U1005336,2024-01-21 09:19:57,monthly,9.99
U1005341,2024-01-18 01:58:09,monthly,9.99
U1005344,2024-01-12 12:50:19,monthly,9.99
U1005403,2024-01-16 13:39:16,monthly,9.99
U1005410,2024-01-21 11:51:10,yearly,79.99
U1005418,2024-01-21 03:22:28,monthly,9.99
U1005453,2024-01-12 01:12:06,monthly,9.99
U1005465,2024-01-12 13:54:55,monthly,9.99
U1005467,2024-02-28 06:38:12,monthly,9.99
U1005536,2024-01-26 04:32:14,monthly,9.99
U1005546,2024-02-02 15:31:56,monthly,9.99
U1005550,2024-01-12 16:49:08,monthly,9.99
U1005564,2024-02-04 09:21:52,yearly,79.99
U1005566,2024-02-25 01:15:31,monthly,9.99
U1005572,2024-01-27 07:14:06,monthly,9.99
U1005576,2024-01-31 04:22:09,monthly,9.99
U1005604,2024-01-30 11:07:44,monthly,9.99
U1005608,2024-02-25 12:36:38,monthly,9.99
U1005635,2024-02-10 03:43:49,yearly,79.99
U1005637,2024-02-06 15:25:52,monthly,9.99
U1005655,2024-01-16 07:12:47,monthly,9.99
U1005656,2024-01-19 22:22:23,yearly,79.99
U1005659,2024-01-12 07:55:22,monthly,9.99
U1005661,2024-02-01 16:44:43,monthly,9.99
U1005671,2024-02-03 12:45:03,monthly,9.99
U1005674,2024-01-12 17:51:13,monthly,9.99
U1005691,2024-01-30 11:56:12,yearly,79.99
U1005746,2024-01-13 15:51:59,yearly,79.99
U1005757,2024-02-29 10:32:31,yearly,79.99
U1005769,2024-01-23 18:00:08,monthly,9.99
U1005773,2024-01-21 13:56:00,monthly,9.99
U1005775,2024-01-13 21:54:16,monthly,9.99
U1005779,2024-01-15 01:47:37,monthly,9.99
U1005789,2024-01-22 12:35:17,monthly,9.99
U1005797,2024-01-16 11:50:24,monthly,9.99
U1005804,2024-01-18 07:56:19,monthly,9.99
U1005817,2024-01-19 11:52:18,yearly,79.99
U1005824,2024-01-17 20:16:46,monthly,9.99
U1005839,2024-01-28 18:59:50,monthly,9.99
U1005849,2024-01-14 08:49:27,yearly,79.99
U1005850,2024-01-22 00:10:38,monthly,9.99
U1005853,2024-02-29 17:41:35,monthly,9.99
U1005860,2024-01-14 23:54:46,monthly,9.99
U1005903,2024-02-06 09:02:46,yearly,79.99
U1005909,2024-01-25 06:26:46,yearly,79.99
U1005923,2024-01-14 20:18:19,monthly,9.99
U1005936,2024-01-19 19:57:06,monthly,9.99
U1005941,2024-01-19 21:04:26,monthly,9.99
U1005964,2024-01-21 18:49:25,monthly,9.99
U1005977,2024-01-24 19:40:16,monthly,9.99
U1005981,2024-01-15 18:21:34,monthly,9.99
U1005982,2024-01-15 04:02:34,yearly,79.99
U1005985,2024-01-15 11:20:06,monthly,9.99
U1006009,2024-01-22 14:32:58,yearly,79.99
U1006010,2024-02-12 01:54:05,yearly,79.99
U1006036,2024-01-26 02:19:58,yearly,79.99
U1006116,2024-01-30 13:05:28,monthly,9.99
U1006120,2024-01-19 18:36:50,monthly,9.99
U1006130,2024-02-06 05:46:16,monthly,9.99
U1006144,2024-01-22 05:13:52,monthly,9.99
U1006166,2024-01-13 02:18:24,monthly,9.99
U1006170,2024-01-17 09:21:11,monthly,9.99
U1006173,2024-01-13 21:30:35,monthly,9.99
U1006174,2024-01-15 09:55:01,monthly,9.99
U1006188,2024-01-17 07:54:06,yearly,79.99
U1006239,2024-01-16 14:18:14,monthly,9.99
U1006271,2024-01-14 08:35:21,monthly,9.99
U1006292,2024-02-02 08:35:27,monthly,9.99
U1006305,2024-01-20 17:19:08,monthly,9.99
U1006333,2024-01-20 23:20:31,monthly,9.99
U1006364,2024-01-16 21:24:06,monthly,9.99
U1006372,2024-01-18 05:38:54,yearly,79.99
U1006400,2024-01-22 23:18:33,monthly,9.99
U1006423,2024-01-27 18:14:02,monthly,9.99
U1006430,2024-01-20 20:52:50,monthly,9.99
U1006459,2024-01-27 21:28:50,yearly,79.99
U1006469,2024-01-22 09:11:32,monthly,9.99
U1006480,2024-01-16 13:06:37,monthly,9.99
U1006515,2024-01-17 00:57:09,monthly,9.99
U1006555,2024-01-18 17:56:48,monthly,9.99
U1006556,2024-01-14 23:40:29,monthly,9.99
U1006560,2024-01-22 11:32:55,yearly,79.99
U1006572,2024-01-16 10:34:49,yearly,79.99
U1006589,2024-01-22 03:14:29,yearly,79.99
U1006623,2024-01-19 06:02:34,yearly,79.99
U1006627,2024-02-15 03:17:56,yearly,79.99
U1006631,2024-01-23 17:40:54,monthly,9.99
U1006645,2024-01-21 00:21:00,monthly,9.99
U1006664,2024-01-20 18:23:21,yearly,79.99
U1006683,2024-02-07 09:53:31,monthly,9.99
U1006685,2024-01-22 09:19:20,monthly,9.99
U1006691,2024-01-14 17:07:03,monthly,9.99
U1006710,2024-01-19 08:23:30,monthly,9.99
U1006711,2024-01-19 14:00:32,monthly,9.99
U1006730,2024-01-27 02:53:34,monthly,9.99
U1006763,2024-02-16 05:36:46,yearly,79.99
U1006771,2024-02-24 21:32:57,monthly,9.99
U1006773,2024-02-01 10:12:31,monthly,9.99
U1006789,2024-02-02 23:17:29,yearly,79.99
U1006792,2024-01-15 00:02:51,monthly,9.99
U1006796,2024-01-21 19:17:17,monthly,9.99
U1006810,2024-01-27 05:17:37,monthly,9.99
U1006839,2024-01-18 22:29:36,monthly,9.99
U1006852,2024-01-18 18:05:14,monthly,9.99
U1006856,2024-01-19 05:03:27,yearly,79.99
U1006874,2024-01-16 10:51:14,monthly,9.99
U1006884,2024-01-19 09:35:22,yearly,79.99
U1006917,2024-01-16 20:42:20,monthly,9.99
U1006925,2024-01-15 12:59:23,monthly,9.99
U1006930,2024-01-21 18:07:45,yearly,79.99
U1006943,2024-01-29 02:48:35,monthly,9.99
U1006945,2024-01-18 02:57:19,monthly,9.99
U1006951,2024-01-22 13:39:39,monthly,9.99
U1006957,2024-01-27 20:54:11,yearly,79.99
U1006967,2024-03-11 07:52:02,monthly,9.99
U1006975,2024-02-03 21:37:55,monthly,9.99
U1006982,2024-01-22 05:32:17,yearly,79.99
U1006995,2024-01-31 04:16:00,yearly,79.99
U1007000,2024-01-27 08:01:23,yearly,79.99
U1007010,2024-01-28 13:35:25,monthly,9.99
U1007034,2024-01-23 07:37:29,monthly,9.99
U1007047,2024-01-28 20:37:22,monthly,9.99
U1007052,2024-01-29 10:05:39,yearly,79.99
U1007056,2024-02-17 13:11:43,monthly,9.99
U1007060,2024-01-20 02:00:23,monthly,9.99
